epoch,avg_reward,avg_episode_reward,avg_episode_len,min_reward,max_reward,mpjpe,joint_angle_rmse,activation_volume,frame_coverage,pos_reward,vel_reward,upright_reward,energy_reward,t_sample,t_update
26,0.034042,2.4755,72.72,-0.010732,0.053875,0.159318,0.205039,34.9362,0.3888,-0.013910,0.753917,0.859859,34.9362,27.68,8.55
27,0.044164,2.3326,52.82,0.003943,0.158954,0.163396,0.184832,33.0488,0.3284,-0.012311,0.751066,0.854848,33.0488,26.70,7.51
28,0.023561,1.4758,62.64,-0.034847,0.161244,0.154074,0.185376,33.6082,0.3662,0.006056,0.749963,0.841697,33.6082,23.20,8.77
29,0.056460,3.2454,57.48,0.047648,0.097281,0.154177,0.207646,34.0835,0.3434,-0.007071,0.771449,0.870616,34.0835,26.10,8.35
30,0.007991,0.5356,67.02,0.002629,0.080671,0.169648,0.201931,32.7094,0.3552,0.002444,0.730568,0.859642,32.7094,26.97,7.85
31,0.051841,3.7275,71.90,-0.019202,0.137298,0.159206,0.191608,34.7065,0.3454,0.009863,0.770085,0.887822,34.7065,28.22,8.00
32,0.069014,5.2993,76.79,0.007219,0.177578,0.147279,0.197026,35.2337,0.4235,0.029075,0.787181,0.872412,35.2337,21.09,8.04
33,0.036984,2.6034,70.39,-0.067743,0.048431,0.158583,0.188574,31.9854,0.3711,0.006415,0.760128,0.865519,31.9854,23.34,7.66
34,0.015625,1.0081,64.51,-0.016083,0.054952,0.158365,0.187618,33.4084,0.4154,0.020957,0.760496,0.850268,33.4084,25.85,10.79
35,0.046709,3.0112,64.47,0.032065,0.132037,0.162803,0.204655,30.0359,0.3686,0.003638,0.740295,0.900732,30.0359,28.55,9.24
36,0.049925,4.0267,80.65,-0.159235,0.214552,0.151817,0.174289,32.2615,0.3797,-0.004734,0.758524,0.860014,32.2615,24.57,5.03
37,0.047073,3.3190,70.51,0.024205,0.054640,0.161167,0.197384,33.7810,0.3618,0.006898,0.732162,0.859611,33.7810,22.67,6.30
38,0.067988,4.3173,63.50,-0.031297,0.158671,0.149827,0.173963,34.8111,0.3858,0.017465,0.784654,0.848006,34.8111,25.90,8.77
39,0.067961,4.3686,64.28,0.045046,0.229532,0.158789,0.190890,34.1012,0.3954,-0.001116,0.739893,0.873635,34.1012,24.25,9.74
40,0.032495,2.0397,62.77,0.003389,0.050746,0.151737,0.185338,31.1654,0.3243,0.021374,0.762448,0.858102,31.1654,29.92,7.44
41,0.064899,4.1762,64.35,0.009951,0.186835,0.150524,0.164330,35.0948,0.3818,0.012641,0.764655,0.852845,35.0948,26.84,8.67
42,0.058296,4.9702,85.26,0.017701,0.110425,0.159456,0.208668,33.8546,0.4003,0.012268,0.754642,0.876319,33.8546,20.87,10.01
43,0.082802,5.8023,70.07,-0.121530,0.148434,0.153432,0.179005,34.0504,0.4216,0.022130,0.785384,0.873593,34.0504,26.62,4.90
44,0.045766,2.6875,58.72,-0.051835,0.077162,0.162256,0.185266,34.9855,0.3945,0.004515,0.737754,0.892759,34.9855,29.72,8.86
45,0.051589,3.5469,68.75,-0.060639,0.068175,0.155165,0.184813,34.5161,0.4025,0.009942,0.763376,0.869708,34.5161,28.86,9.44
46,0.091448,5.8832,64.33,0.041476,0.170147,0.156059,0.175513,33.7802,0.3388,0.005557,0.777754,0.880983,33.7802,23.75,7.62
47,0.113702,7.4267,65.32,0.058376,0.161196,0.147614,0.179614,31.8876,0.3975,0.008571,0.744481,0.866951,31.8876,22.92,7.76
48,0.066302,5.4538,82.26,0.010526,0.125074,0.160947,0.210032,34.5593,0.4113,0.009925,0.743294,0.880644,34.5593,29.92,8.36
49,0.049556,3.2044,64.66,-0.011182,0.168074,0.152384,0.180452,33.1762,0.3881,0.025894,0.784640,0.874826,33.1762,27.32,6.80
50,0.071687,6.3099,88.02,0.038405,0.100205,0.156382,0.189589,32.7651,0.4203,0.015974,0.743233,0.885093,32.7651,22.79,9.85
51,0.056106,3.9423,70.27,0.048179,0.125170,0.150331,0.191342,32.2586,0.4120,0.001755,0.776051,0.867123,32.2586,22.85,9.13
52,0.030546,2.2766,74.53,0.014928,0.114463,0.151102,0.168861,33.4587,0.4022,0.000908,0.762725,0.877144,33.4587,19.17,8.77
53,0.082569,5.8462,70.80,-0.024792,0.107897,0.155344,0.178519,32.9761,0.3993,0.035686,0.779966,0.855283,32.9761,27.39,6.55
54,0.082907,6.8210,82.27,0.066606,0.199650,0.159622,0.200092,31.9623,0.3839,0.010060,0.746027,0.878314,31.9623,24.11,7.02
55,0.086023,6.3343,73.64,-0.033790,0.161859,0.153014,0.179526,32.3477,0.3688,0.018477,0.780289,0.865949,32.3477,24.49,8.79
56,0.100619,7.6964,76.49,0.003306,0.153588,0.156127,0.173358,31.3616,0.3770,0.005739,0.782344,0.878252,31.3616,24.99,8.38
57,0.051615,4.4573,86.36,0.024304,0.093385,0.145106,0.173010,31.7686,0.3848,0.009939,0.772475,0.877948,31.7686,27.44,8.66
58,0.064387,5.4285,84.31,0.005170,0.091742,0.144353,0.170336,32.8420,0.3953,0.028357,0.786661,0.877472,32.8420,23.53,8.39
59,0.086132,7.3202,84.99,0.033110,0.148346,0.148430,0.188670,35.7719,0.3841,0.012001,0.761380,0.874710,35.7719,27.98,8.79
60,0.064662,5.2522,81.23,0.001312,0.194715,0.155591,0.187537,32.0469,0.4385,0.028723,0.754401,0.879303,32.0469,27.94,10.26
61,0.061367,5.0438,82.19,-0.038188,0.138225,0.154883,0.197913,32.7465,0.3722,0.003896,0.754651,0.869789,32.7465,25.78,5.53
62,0.115289,10.1342,87.90,0.035662,0.175666,0.150699,0.187833,34.7560,0.4254,0.011948,0.766584,0.884109,34.7560,28.63,10.71
63,0.077836,6.7787,87.09,0.031970,0.177337,0.155167,0.178322,35.8063,0.3969,0.015072,0.752034,0.867199,35.8063,26.16,5.49
64,0.102553,8.9213,86.99,0.069650,0.112771,0.147670,0.179878,34.4839,0.3994,0.011891,0.784126,0.869564,34.4839,26.87,9.16
65,0.076338,7.3433,96.19,0.063231,0.122507,0.151318,0.165573,33.2023,0.3501,0.021697,0.778283,0.873328,33.2023,25.19,7.94
66,0.073085,5.6699,77.58,-0.015098,0.138351,0.149977,0.174205,35.2798,0.4242,0.009972,0.771609,0.875377,35.2798,23.96,8.35
67,0.083835,6.6799,79.68,-0.142465,0.087867,0.142843,0.186321,33.3501,0.4441,0.028644,0.780512,0.874364,33.3501,26.93,7.14
68,0.101923,8.9510,87.82,0.071594,0.148781,0.154267,0.176987,34.8095,0.4614,-0.011165,0.784917,0.871897,34.8095,25.28,7.44
69,0.099681,8.9185,89.47,0.047319,0.140669,0.142926,0.175000,32.9526,0.4754,0.017704,0.781934,0.874593,32.9526,27.07,6.62
70,0.095772,8.6299,90.11,0.041893,0.132837,0.162477,0.190594,34.1055,0.3869,-0.002355,0.757161,0.878607,34.1055,29.55,7.51
71,0.079481,7.7109,97.02,0.021432,0.132797,0.140538,0.166828,34.3389,0.4712,0.026466,0.786643,0.876235,34.3389,26.26,8.43
72,0.071111,6.7979,95.59,-0.021392,0.115299,0.147771,0.163863,32.1848,0.4271,0.016064,0.768865,0.879134,32.1848,25.98,7.38
73,0.092411,9.6217,104.12,0.011584,0.188781,0.147737,0.164287,33.3889,0.4041,0.017342,0.787415,0.874206,33.3889,25.95,5.52
74,0.105257,9.2169,87.57,0.101673,0.178694,0.143246,0.190206,32.4237,0.4162,0.008925,0.786794,0.882929,32.4237,24.66,8.89
75,0.102309,9.1251,89.19,0.077756,0.298012,0.152040,0.182333,33.0743,0.4291,0.028794,0.798303,0.878088,33.0743,28.81,9.89
76,0.105828,11.0433,104.35,0.014030,0.106749,0.148401,0.173057,32.5121,0.4620,0.009683,0.796203,0.880317,32.5121,20.85,9.59
77,0.126543,11.8973,94.02,0.086827,0.131640,0.157918,0.186653,32.2445,0.4048,-0.002284,0.772313,0.877636,32.2445,28.24,6.78
78,0.121839,12.7292,104.48,0.109074,0.242121,0.150705,0.167017,32.9436,0.4041,0.016616,0.777487,0.885016,32.9436,25.05,8.89
79,0.114909,8.6998,75.71,-0.000806,0.127461,0.147235,0.183368,30.9074,0.4146,0.027136,0.811656,0.850146,30.9074,25.47,8.29
80,0.094433,8.6697,91.81,-0.091971,0.133838,0.145523,0.174549,33.5096,0.4609,-0.012069,0.797106,0.875749,33.5096,29.27,7.13
81,0.119220,9.8788,82.86,0.082581,0.181080,0.152085,0.177849,33.1059,0.4350,0.024840,0.797387,0.875947,33.1059,27.28,7.45
82,0.088000,8.2413,93.65,0.086792,0.105999,0.143414,0.170455,34.6317,0.4473,0.022109,0.803705,0.889120,34.6317,27.32,5.21
83,0.137990,14.2886,103.55,0.074136,0.150533,0.143924,0.172244,32.5873,0.4497,0.015375,0.794159,0.887619,32.5873,24.67,6.98
84,0.085223,8.9136,104.59,0.078988,0.181955,0.145169,0.174657,30.8770,0.4512,0.017593,0.786107,0.885133,30.8770,22.29,7.23
85,0.138739,12.0396,86.78,0.125204,0.139103,0.152033,0.184571,32.8555,0.4505,0.006326,0.780995,0.872488,32.8555,28.92,7.95
86,0.108715,10.9028,100.29,-0.042427,0.131549,0.147758,0.160064,34.0040,0.4398,0.004469,0.786572,0.873558,34.0040,24.90,10.01
87,0.102880,11.1527,108.40,0.086400,0.115666,0.138475,0.187021,34.3704,0.4600,0.023936,0.788586,0.889613,34.3704,27.83,8.18
88,0.130004,13.3067,102.36,0.117023,0.181865,0.140679,0.170292,33.3452,0.4841,0.031758,0.786354,0.889752,33.3452,25.68,8.32
89,0.112456,10.6912,95.07,0.039829,0.173488,0.153584,0.171661,35.2161,0.4445,0.005258,0.800314,0.885556,35.2161,23.54,8.71
90,0.120134,11.7026,97.41,0.053394,0.173067,0.152282,0.165451,32.2145,0.4744,0.037302,0.779516,0.883898,32.2145,22.97,9.11
91,0.151503,12.2940,81.15,0.146844,0.267640,0.141163,0.182353,31.9454,0.4593,0.010474,0.784127,0.880952,31.9454,30.60,8.49
92,0.113040,12.4330,109.99,0.085865,0.110796,0.135161,0.156827,33.0583,0.4947,0.035924,0.811564,0.878606,33.0583,33.94,9.43
93,0.127071,14.0967,110.93,0.114467,0.196914,0.147109,0.181954,32.4025,0.4927,0.011971,0.773456,0.891739,32.4025,24.66,7.49
94,0.132454,13.3445,100.75,0.097276,0.138312,0.143598,0.155781,32.4486,0.5135,0.008992,0.801221,0.888557,32.4486,24.33,8.48
95,0.116362,11.5669,99.40,0.054860,0.159996,0.144206,0.163090,34.1411,0.4614,0.014018,0.792629,0.899420,34.1411,24.75,9.32
96,0.111609,10.5022,94.10,-0.050417,0.209669,0.145293,0.180204,32.8348,0.4397,0.020386,0.777111,0.887293,32.8348,22.92,5.86
97,0.114876,12.3825,107.79,0.000403,0.125241,0.139418,0.167457,33.5663,0.4357,0.032177,0.781565,0.897179,33.5663,23.90,7.32
98,0.132605,15.3993,116.13,0.120618,0.154557,0.142696,0.175937,32.6280,0.4591,-0.003029,0.769208,0.888188,32.6280,27.15,4.29
99,0.137780,13.4364,97.52,0.000888,0.294251,0.142990,0.167497,31.9445,0.4406,0.009188,0.805039,0.881222,31.9445,26.46,7.72
100,0.119236,13.1320,110.13,0.090000,0.213419,0.148458,0.176603,31.9187,0.4883,0.018602,0.788202,0.896047,31.9187,25.85,8.77
101,0.107450,11.6733,108.64,0.018334,0.186227,0.142605,0.176410,30.4319,0.4921,0.018935,0.785199,0.910973,30.4319,28.57,8.44
102,0.145516,12.5131,85.99,0.120069,0.302393,0.145110,0.181179,32.0073,0.4904,0.018332,0.785386,0.895230,32.0073,28.25,7.47
103,0.132436,12.5876,95.05,0.083313,0.288791,0.139933,0.176411,31.7475,0.4609,-0.001993,0.795490,0.878738,31.7475,26.58,8.54
104,0.134451,14.1831,105.49,0.059467,0.176278,0.145563,0.171674,31.2964,0.4839,0.022242,0.797366,0.889471,31.2964,26.17,6.41
105,0.129452,14.2148,109.81,0.030421,0.247412,0.140751,0.169023,33.1663,0.5112,0.011569,0.792306,0.876926,33.1663,27.54,7.11
106,0.161425,18.7564,116.19,0.043909,0.154057,0.146599,0.152206,30.7590,0.5098,0.020931,0.805959,0.889419,30.7590,28.87,10.72
107,0.112161,11.5798,103.24,0.022155,0.127555,0.145613,0.179953,32.9081,0.5195,0.013605,0.800475,0.896014,32.9081,24.65,9.67
108,0.115483,15.2343,131.92,0.098447,0.127116,0.143073,0.169428,33.5595,0.5045,0.010030,0.777026,0.891855,33.5595,26.94,8.44
109,0.151906,17.2452,113.53,0.062415,0.175378,0.141165,0.150502,34.0780,0.4527,0.027164,0.785691,0.882453,34.0780,26.94,9.55
110,0.160825,16.0924,100.06,0.140260,0.224929,0.145126,0.167924,31.9074,0.5076,0.018886,0.761694,0.891418,31.9074,25.41,6.78
111,0.146896,14.7111,100.15,0.143107,0.220772,0.145177,0.166261,31.1088,0.4866,0.006958,0.770362,0.900235,31.1088,24.83,8.26
112,0.164306,17.3095,105.35,0.088575,0.200661,0.146796,0.185066,31.9280,0.4772,0.019056,0.787582,0.894754,31.9280,27.50,6.51
113,0.145888,16.4844,112.99,0.124798,0.243140,0.139181,0.164962,31.9969,0.4865,0.008637,0.808154,0.905139,31.9969,24.98,9.46
114,0.124824,14.2914,114.49,0.073724,0.318741,0.143106,0.172205,31.4551,0.5023,-0.014376,0.780605,0.878914,31.4551,25.64,7.99
115,0.142912,15.9137,111.35,0.116744,0.161344,0.146244,0.180184,32.9798,0.5348,-0.007062,0.785549,0.870782,32.9798,28.14,8.90
116,0.154417,18.4991,119.80,0.089287,0.246221,0.153850,0.172860,30.8736,0.5021,0.013519,0.790307,0.902444,30.8736,26.84,8.07
117,0.136037,17.0596,125.40,0.043284,0.240623,0.136110,0.154524,33.2979,0.5475,0.025058,0.803230,0.886188,33.2979,26.90,6.69
118,0.134174,16.0389,119.54,0.073234,0.170430,0.145082,0.168794,32.1208,0.5322,0.018713,0.785619,0.891476,32.1208,24.52,6.90
119,0.139255,16.3494,117.41,0.116179,0.162306,0.150952,0.177397,32.3247,0.4781,0.022847,0.794758,0.877466,32.3247,25.70,7.31
120,0.178247,19.8210,111.20,0.151318,0.214269,0.144977,0.172400,30.6518,0.4718,0.011208,0.799802,0.894876,30.6518,25.44,7.09
121,0.159661,18.7552,117.47,0.111441,0.237621,0.139397,0.174563,33.7573,0.5275,0.023982,0.794495,0.888025,33.7573,30.07,6.95
122,0.161309,17.8084,110.40,0.143899,0.201773,0.140629,0.173600,32.8155,0.4782,0.031584,0.818488,0.896503,32.8155,27.58,6.30
123,0.161535,20.9589,129.75,0.073958,0.189578,0.138435,0.174534,33.7618,0.4973,0.022546,0.816699,0.895576,33.7618,25.96,6.17
124,0.144139,18.6169,129.16,0.102557,0.181628,0.135936,0.153189,28.6947,0.5150,0.023646,0.816988,0.905595,28.6947,28.71,8.21
125,0.139925,16.7740,119.88,0.066058,0.184142,0.142320,0.166531,31.7437,0.4881,-0.002354,0.804202,0.889210,31.7437,31.88,8.60
126,0.156400,20.5448,131.36,0.003554,0.203961,0.136194,0.158226,31.8732,0.4518,0.037593,0.806784,0.892037,31.8732,25.37,7.76
127,0.183156,26.1228,142.63,0.144677,0.237087,0.143299,0.184005,33.9988,0.5394,0.006457,0.818631,0.901684,33.9988,26.12,8.75
128,0.181944,23.5953,129.68,0.114232,0.226342,0.143136,0.165057,32.2328,0.5376,0.004661,0.781311,0.899105,32.2328,30.55,9.86
129,0.146171,19.9232,136.30,0.140922,0.167469,0.138528,0.172024,33.4204,0.5220,0.019199,0.813581,0.892422,33.4204,24.52,7.24
130,0.191696,24.0599,125.51,0.020918,0.227901,0.141633,0.164072,33.1688,0.5205,0.013600,0.792137,0.890725,33.1688,24.89,5.68
131,0.164910,21.0005,127.35,0.113056,0.160854,0.139628,0.169659,33.7563,0.5325,0.014688,0.801751,0.905583,33.7563,26.23,6.23
132,0.138380,18.3058,132.29,0.096921,0.257671,0.146641,0.185092,30.4380,0.5405,-0.027838,0.780532,0.877050,30.4380,28.52,7.57
133,0.158828,19.0039,119.65,0.141725,0.253524,0.136969,0.169849,31.3718,0.5124,0.037247,0.822074,0.893006,31.3718,25.07,8.82
134,0.185971,23.1319,124.38,0.173094,0.202101,0.137307,0.156710,30.8879,0.5337,0.002159,0.829332,0.887638,30.8879,27.58,7.95
135,0.203115,25.0239,123.20,0.141075,0.272627,0.137230,0.158991,33.7322,0.5520,0.014239,0.815836,0.914376,33.7322,25.65,6.13
136,0.172059,19.5879,113.84,0.149336,0.539089,0.134084,0.163801,33.0872,0.5290,0.023273,0.800288,0.922759,33.0872,27.10,9.03
137,0.155844,17.6883,113.50,0.112495,0.192765,0.144051,0.167093,31.4914,0.5214,0.016320,0.809850,0.905511,31.4914,21.78,8.25
138,0.186917,21.1549,113.18,0.070856,0.194181,0.138924,0.168490,30.2591,0.5442,0.014527,0.798205,0.889920,30.2591,29.05,8.58
139,0.154635,17.9359,115.99,0.110886,0.189822,0.136540,0.156643,31.4768,0.5399,0.028066,0.800639,0.923244,31.4768,27.99,7.35
140,0.201511,24.9777,123.95,0.157057,0.235219,0.137243,0.173543,30.9613,0.5087,0.017257,0.799689,0.904464,30.9613,29.14,7.23
141,0.146644,21.1987,144.56,0.125433,0.189347,0.137401,0.168193,32.1923,0.5179,0.011088,0.812398,0.894311,32.1923,24.18,6.76
142,0.172192,26.0935,151.54,0.023535,0.267747,0.139787,0.169531,31.9128,0.5232,0.033313,0.807668,0.905555,31.9128,26.46,5.97
143,0.160532,19.7474,123.01,0.129296,0.218511,0.134742,0.162490,32.8602,0.5505,0.020407,0.819421,0.916195,32.8602,25.81,7.90
144,0.182734,24.2977,132.97,0.117657,0.183569,0.136807,0.169811,30.4820,0.5428,0.006293,0.811265,0.914911,30.4820,26.13,8.60
145,0.180862,25.2492,139.60,-0.004411,0.220271,0.134409,0.156026,31.8704,0.5273,0.026338,0.813122,0.894988,31.8704,26.44,10.40
146,0.183141,23.3462,127.48,0.130253,0.348122,0.133992,0.159928,29.7105,0.5350,0.031365,0.833138,0.908791,29.7105,18.54,7.61
147,0.208653,27.9820,134.11,0.159955,0.289827,0.133838,0.160528,29.9711,0.5265,0.016077,0.809828,0.901020,29.9711,25.05,7.40
148,0.204907,27.0758,132.14,0.183893,0.324762,0.138783,0.161427,31.2373,0.5491,0.008792,0.792336,0.912703,31.2373,23.95,8.19
149,0.174482,21.3842,122.56,0.000383,0.225341,0.142576,0.166703,30.9371,0.5688,0.033678,0.829884,0.902676,30.9371,31.44,7.38
150,0.200978,27.8456,138.55,0.177647,0.270458,0.134778,0.158654,31.9850,0.5227,0.032098,0.823219,0.887501,31.9850,24.59,8.14
151,0.165075,22.1897,134.42,0.156985,0.190491,0.137047,0.173981,33.2382,0.5690,0.029657,0.826724,0.907369,33.2382,28.81,9.09
152,0.183474,25.2092,137.40,0.154752,0.230000,0.132745,0.160254,30.0376,0.6034,0.018822,0.833817,0.902398,30.0376,25.43,11.37
153,0.180825,24.4928,135.45,0.157424,0.201705,0.135779,0.169631,32.5535,0.5592,0.023729,0.796503,0.934283,32.5535,24.33,8.34
154,0.183281,22.9281,125.10,0.071902,0.311453,0.137235,0.173130,31.2096,0.5652,0.009961,0.797383,0.911885,31.2096,25.18,5.70
155,0.179969,26.2611,145.92,0.189527,0.277977,0.129094,0.152018,32.8055,0.5229,0.058571,0.813190,0.885930,32.8055,24.65,10.70
156,0.208010,30.5580,146.91,0.177868,0.208661,0.133379,0.163707,32.1227,0.5596,0.024213,0.788105,0.906897,32.1227,29.57,6.81
157,0.182034,24.5522,134.88,0.068492,0.238435,0.129913,0.165889,30.7647,0.5401,0.032470,0.825005,0.906362,30.7647,24.19,9.26
158,0.169626,23.0231,135.73,0.093489,0.240677,0.131521,0.158773,32.4795,0.5729,0.040921,0.810002,0.914431,32.4795,27.20,8.79
159,0.192260,26.9081,139.96,0.118763,0.317972,0.130335,0.151187,31.1542,0.5649,0.041226,0.835328,0.908819,31.1542,26.02,9.69
160,0.194984,29.9451,153.58,0.175951,0.255649,0.139685,0.166473,30.2099,0.5404,0.022719,0.797562,0.901395,30.2099,25.49,6.28
161,0.198464,29.2364,147.31,0.098169,0.353399,0.134727,0.163959,31.4286,0.5800,0.014855,0.806741,0.909491,31.4286,28.05,7.35
162,0.182719,27.0444,148.01,0.125410,0.229489,0.136460,0.159100,31.1344,0.5723,0.017481,0.798377,0.935431,31.1344,27.40,8.38
163,0.199065,29.5939,148.66,0.160087,0.222147,0.136779,0.166064,31.7140,0.5743,0.019918,0.811310,0.907005,31.7140,24.66,6.25
164,0.213430,30.9534,145.03,0.205511,0.209424,0.133655,0.158803,32.1094,0.5593,0.032500,0.820354,0.908700,32.1094,26.74,8.68
165,0.185291,26.6457,143.81,0.181728,0.223016,0.136120,0.170698,30.9227,0.5092,0.014275,0.821440,0.897358,30.9227,25.44,8.09
166,0.196086,26.5544,135.42,0.176636,0.370549,0.131971,0.151829,31.4457,0.5874,0.037102,0.833933,0.923530,31.4457,26.78,9.15
167,0.200863,29.9188,148.95,0.178547,0.257588,0.138296,0.160554,31.2188,0.5316,0.019078,0.793794,0.930411,31.2188,31.29,6.32
168,0.183133,26.4971,144.69,0.142826,0.209652,0.129911,0.158852,30.7571,0.5718,0.018624,0.819018,0.911247,30.7571,27.64,10.39
169,0.211211,31.6447,149.83,0.184954,0.214175,0.133319,0.152037,33.3046,0.5686,0.033068,0.812156,0.913329,33.3046,23.64,7.93
170,0.194674,25.8226,132.65,0.052111,0.229084,0.136123,0.152143,31.7557,0.5600,0.023375,0.819453,0.897682,31.7557,20.38,8.98
171,0.176576,26.8442,152.03,0.170766,0.374732,0.133867,0.168840,32.0162,0.5713,0.029077,0.820221,0.904400,32.0162,28.52,8.13
172,0.172220,23.3960,135.85,0.055492,0.208145,0.129459,0.154730,30.3005,0.5996,0.040155,0.827303,0.892458,30.3005,27.53,6.77
173,0.199125,27.3354,137.28,0.153210,0.195816,0.133123,0.167821,28.4121,0.6033,0.026811,0.810998,0.914661,28.4121,29.13,6.99
174,0.210214,33.3766,158.77,0.162290,0.289207,0.129048,0.161035,31.6443,0.6079,0.030441,0.840514,0.932744,31.6443,26.81,6.61
175,0.197167,30.6062,155.23,0.187084,0.378327,0.140601,0.159133,32.9706,0.5955,0.036508,0.830690,0.928776,32.9706,23.34,6.77
176,0.201512,33.1293,164.40,0.114265,0.288678,0.131729,0.156073,29.5658,0.5948,0.036448,0.817498,0.894924,29.5658,22.40,9.03
177,0.198538,27.7764,139.90,0.114682,0.273520,0.138334,0.174880,31.6102,0.5792,0.023056,0.803093,0.898096,31.6102,25.71,8.99
178,0.220406,31.2424,141.75,0.158746,0.387229,0.143046,0.169469,32.6064,0.5886,0.014727,0.793665,0.933746,32.6064,22.32,8.77
179,0.208697,31.9987,153.33,0.115677,0.243240,0.134338,0.166478,32.2395,0.5831,0.023877,0.825946,0.938505,32.2395,28.47,8.45
180,0.211862,28.3130,133.64,0.183225,0.264857,0.126937,0.162586,32.1751,0.6315,0.039423,0.833325,0.906044,32.1751,25.13,10.10
181,0.234439,36.1385,154.15,0.161221,0.231251,0.129576,0.162157,30.9845,0.6029,0.045746,0.824472,0.913954,30.9845,19.43,9.75
182,0.200693,31.3661,156.29,0.014047,0.222409,0.126319,0.167276,30.3373,0.5686,0.034777,0.819392,0.924714,30.3373,26.03,9.11
183,0.219647,29.6742,135.10,0.205647,0.238595,0.134219,0.155085,33.0303,0.6296,0.032695,0.824964,0.913335,33.0303,25.99,7.81
184,0.232029,33.1791,143.00,0.187328,0.231509,0.132495,0.161157,30.0429,0.5610,0.026346,0.819652,0.910758,30.0429,21.94,9.46
185,0.218465,31.8256,145.68,0.142341,0.243706,0.127766,0.144414,29.8837,0.5814,0.067418,0.808735,0.910787,29.8837,26.54,7.10
