epoch,avg_reward,avg_episode_reward,avg_episode_len,min_reward,max_reward,mpjpe,joint_angle_rmse,activation_volume,frame_coverage,pos_reward,vel_reward,upright_reward,energy_reward,t_sample,t_update
56,0.195943,25.5226,130.26,0.080159,0.231705,0.116676,0.134736,52.5803,0.5289,0.074737,0.854808,0.913525,52.5803,30.76,7.03
57,0.224526,26.6179,118.55,0.094193,0.261300,0.113779,0.128006,52.3178,0.5242,0.068573,0.884799,0.894489,52.3178,32.64,6.50
58,0.211071,30.6996,145.45,0.143690,0.315251,0.121223,0.145672,50.6794,0.5553,0.032062,0.842338,0.914581,50.6794,33.17,6.52
59,0.218931,29.3933,134.26,0.153821,0.225548,0.110423,0.136235,50.9683,0.5507,0.070127,0.861950,0.910533,50.9683,31.64,8.05
60,0.201325,22.1797,110.17,0.126847,0.292462,0.115279,0.134137,50.3263,0.5411,0.081909,0.880807,0.903676,50.3263,25.46,11.38
61,0.236800,28.6564,121.02,0.168514,0.302918,0.120552,0.149661,51.6168,0.5557,0.069397,0.858939,0.912196,51.6168,26.72,6.77
62,0.242914,31.5870,130.03,0.218332,0.255680,0.120789,0.135823,51.4086,0.5345,0.055019,0.837205,0.934337,51.4086,31.33,9.36
63,0.251811,32.8118,130.30,0.137471,0.290368,0.109737,0.130110,52.8496,0.5665,0.077699,0.874153,0.894440,52.8496,27.41,8.15
64,0.224675,31.7316,141.23,0.185753,0.231603,0.115031,0.138999,51.3417,0.5284,0.062791,0.870981,0.920121,51.3417,30.41,6.24
65,0.235317,33.9724,144.37,0.224713,0.295591,0.113585,0.138663,52.1532,0.5570,0.074957,0.879805,0.914060,52.1532,27.41,8.70
66,0.264145,31.5869,119.58,0.223970,0.399507,0.111028,0.140296,52.3283,0.5491,0.047836,0.826899,0.901979,52.3283,29.43,8.32
67,0.235059,31.0513,132.10,0.075709,0.394900,0.109407,0.128658,52.0679,0.5678,0.072301,0.864094,0.921717,52.0679,28.04,6.10
68,0.276369,38.7673,140.27,0.226563,0.322588,0.108743,0.126257,52.1285,0.5796,0.085472,0.875389,0.918521,52.1285,29.33,8.25
69,0.273713,40.8650,149.30,0.264678,0.284607,0.105739,0.119054,52.3550,0.5642,0.078738,0.886269,0.888979,52.3550,28.90,8.63
70,0.240649,36.0538,149.82,0.198492,0.256756,0.111223,0.132571,48.4490,0.5861,0.077218,0.871756,0.907949,48.4490,25.81,8.02
71,0.265840,42.6328,160.37,0.087049,0.343881,0.108822,0.133650,51.2417,0.5664,0.077935,0.848381,0.895029,51.2417,29.04,9.07
72,0.234861,34.3656,146.32,0.186747,0.299263,0.107297,0.123704,50.9564,0.5826,0.108455,0.852379,0.913258,50.9564,27.92,6.94
73,0.269191,39.0990,145.25,0.207529,0.355254,0.114990,0.146263,50.1795,0.6040,0.085204,0.881781,0.933434,50.1795,30.23,9.52
74,0.268579,38.0178,141.55,0.226559,0.270469,0.104474,0.132790,50.9098,0.5739,0.114141,0.865870,0.901934,50.9098,27.62,8.21
75,0.249625,37.1649,148.88,0.198810,0.261928,0.106680,0.123393,49.0172,0.6092,0.100138,0.884309,0.903770,49.0172,30.57,7.95
76,0.269031,38.5839,143.42,0.255065,0.276839,0.114056,0.143505,51.6731,0.5630,0.069536,0.858699,0.906695,51.6731,31.01,6.82
77,0.276605,42.4972,153.64,0.180066,0.310400,0.110472,0.128560,48.1644,0.6056,0.088656,0.891649,0.912203,48.1644,26.22,10.25
78,0.276016,40.1945,145.62,0.112755,0.288414,0.108178,0.124791,49.8717,0.6056,0.078878,0.890619,0.900177,49.8717,28.50,6.50
79,0.262699,39.8047,151.52,0.199999,0.395543,0.111329,0.125833,50.8692,0.5835,0.103296,0.889919,0.923225,50.8692,26.88,8.99
80,0.255742,36.8375,144.04,0.128013,0.409046,0.102148,0.117687,50.9053,0.6111,0.131394,0.865415,0.910186,50.9053,30.02,6.09
81,0.272141,40.5713,149.08,0.265945,0.357087,0.103527,0.125430,48.2081,0.5722,0.131611,0.869962,0.906832,48.2081,33.29,8.58
82,0.305757,53.2462,174.15,0.225986,0.350609,0.099748,0.123578,49.3927,0.6023,0.108312,0.897826,0.927925,49.3927,28.32,6.33
83,0.302396,45.1107,149.18,0.247582,0.342109,0.103950,0.131970,48.6762,0.6152,0.102847,0.886171,0.911364,48.6762,31.11,8.76
84,0.276561,47.1436,170.46,0.274127,0.403400,0.104763,0.129551,49.9858,0.6444,0.065402,0.840619,0.921080,49.9858,31.80,7.82
85,0.277865,47.9500,172.57,0.132615,0.397753,0.103201,0.124283,49.3075,0.5928,0.100836,0.884789,0.927011,49.3075,28.16,8.45
86,0.303589,45.0441,148.37,0.233203,0.304772,0.100132,0.121436,49.5234,0.6031,0.119976,0.868219,0.923356,49.5234,27.80,9.82
87,0.300326,49.9056,166.17,0.277365,0.418107,0.097172,0.105098,49.1736,0.6086,0.151256,0.889157,0.903780,49.1736,28.26,8.67
88,0.304983,44.7713,146.80,0.239975,0.398878,0.106631,0.113713,51.8052,0.6728,0.114227,0.904353,0.918287,51.8052,26.07,8.52
89,0.289541,45.8938,158.51,0.243262,0.343201,0.097671,0.117577,49.6075,0.6312,0.150029,0.906945,0.942091,49.6075,26.05,9.48
90,0.303035,51.7872,170.89,0.184444,0.326751,0.107781,0.129866,50.5536,0.6221,0.104371,0.883499,0.929643,50.5536,30.68,10.26
91,0.330961,54.7890,165.55,0.288776,0.437240,0.093835,0.101001,51.6511,0.6309,0.182372,0.895421,0.936340,51.6511,31.32,9.03
92,0.335668,58.2574,173.56,0.314851,0.362542,0.103692,0.127111,51.2542,0.6106,0.096597,0.872937,0.910647,51.2542,26.45,10.83
93,0.297493,52.3634,176.02,0.123306,0.346869,0.102268,0.127933,50.2628,0.6566,0.094449,0.880996,0.934945,50.2628,29.96,8.98
94,0.306790,53.6769,174.96,0.185245,0.363307,0.101202,0.116964,49.5391,0.6335,0.123041,0.880595,0.923497,49.5391,29.77,7.14
95,0.301905,46.7534,154.86,0.257144,0.389123,0.099425,0.118974,48.4604,0.6504,0.127015,0.896486,0.931391,48.4604,31.54,8.43
96,0.304331,47.5795,156.34,0.268377,0.348116,0.103988,0.119781,49.4967,0.6138,0.127824,0.897628,0.912890,49.4967,27.84,8.07
97,0.325249,49.0296,150.74,0.195924,0.403875,0.099896,0.110244,50.5294,0.6494,0.143783,0.907943,0.927082,50.5294,29.88,8.66
98,0.322748,52.1258,161.51,0.296375,0.350768,0.107536,0.128925,48.1980,0.6474,0.110767,0.909337,0.925472,48.1980,29.85,7.92
99,0.331720,53.7854,162.14,0.205055,0.378755,0.093749,0.112135,49.7706,0.6123,0.169289,0.917026,0.922959,49.7706,27.18,7.73
100,0.340854,56.6485,166.20,0.306034,0.404842,0.087369,0.105464,49.2856,0.6292,0.204314,0.917702,0.951620,49.2856,34.04,8.33
101,0.345589,58.2705,168.61,0.290039,0.458037,0.094864,0.110664,46.5871,0.6520,0.164909,0.910796,0.959473,46.5871,30.73,9.08
102,0.355690,58.6413,164.87,0.227637,0.395295,0.095606,0.113677,48.8689,0.6284,0.136348,0.894931,0.919654,48.8689,29.28,8.43
103,0.343344,60.8491,177.22,0.338157,0.399084,0.104364,0.122582,46.8164,0.6672,0.112626,0.901180,0.937756,46.8164,26.96,7.24
104,0.337533,58.8293,174.29,0.264223,0.492185,0.103124,0.125025,48.3505,0.6363,0.130937,0.902650,0.936493,48.3505,31.19,8.80
105,0.324443,52.1440,160.72,0.309305,0.374620,0.105219,0.121919,48.5917,0.6066,0.170208,0.882483,0.929129,48.5917,28.38,10.20
106,0.351459,65.2569,185.67,0.289275,0.405801,0.094665,0.109034,49.9692,0.6210,0.148002,0.904407,0.922608,49.9692,25.78,7.66
107,0.344350,64.5334,187.41,0.217931,0.382441,0.092258,0.109033,49.3723,0.6671,0.172346,0.905366,0.918491,49.3723,27.50,7.93
108,0.348396,62.0853,178.20,0.176515,0.425070,0.091699,0.106890,49.2475,0.6626,0.189022,0.917911,0.930515,49.2475,30.53,8.12
109,0.358742,60.2949,168.07,0.325514,0.431303,0.094085,0.118496,49.1386,0.6676,0.144555,0.898250,0.928314,49.1386,33.00,8.15
110,0.356147,62.0030,174.09,0.314659,0.451985,0.087108,0.102367,45.3598,0.6785,0.230356,0.930230,0.931597,45.3598,33.02,9.33
111,0.358245,60.2066,168.06,0.343509,0.368846,0.098099,0.118933,49.4719,0.6695,0.155304,0.911092,0.925937,49.4719,33.77,8.53
112,0.344497,62.9311,182.68,0.277723,0.344681,0.103612,0.121039,48.1443,0.6381,0.130344,0.895105,0.917585,48.1443,31.87,8.11
113,0.351965,65.9988,187.52,0.217861,0.408760,0.094507,0.115990,49.1788,0.6432,0.167885,0.916057,0.920804,49.1788,28.98,8.01
114,0.368261,67.7857,184.07,0.355349,0.414768,0.097565,0.109676,47.6650,0.6696,0.174430,0.901070,0.924108,47.6650,25.18,6.92
115,0.386376,76.5309,198.07,0.368462,0.469863,0.094707,0.111774,50.5232,0.6548,0.210177,0.929559,0.920077,50.5232,28.17,6.30
116,0.399678,80.1898,200.64,0.302772,0.473240,0.090235,0.116823,49.7778,0.6964,0.184243,0.909728,0.931711,49.7778,31.29,10.87
117,0.338568,63.7056,188.16,0.293598,0.340306,0.103066,0.122514,47.2284,0.6751,0.126934,0.901655,0.945819,47.2284,30.60,6.44
118,0.392364,70.3780,179.37,0.367285,0.469721,0.081304,0.101331,48.1962,0.6550,0.214335,0.913274,0.914705,48.1962,30.69,5.05
119,0.376595,71.3490,189.46,0.252807,0.460262,0.096711,0.117420,46.5472,0.6961,0.165747,0.910480,0.926845,46.5472,26.59,7.88
120,0.366916,75.2514,205.09,0.252751,0.366724,0.093102,0.101855,49.2579,0.7145,0.191415,0.899316,0.928926,49.2579,35.18,6.71
121,0.350468,58.1901,166.04,0.319939,0.434119,0.087906,0.111814,48.9734,0.7214,0.210815,0.918379,0.931515,48.9734,28.24,9.08
122,0.365549,68.9516,188.62,0.311322,0.413706,0.085956,0.098249,49.7641,0.6500,0.212926,0.935841,0.929947,49.7641,27.56,8.55
123,0.394898,75.9271,192.27,0.391286,0.415257,0.090609,0.104094,48.5087,0.6733,0.210526,0.925810,0.920209,48.5087,30.52,6.53
124,0.375807,70.8856,188.62,0.348126,0.422158,0.081642,0.107707,46.8088,0.6834,0.228469,0.905690,0.945577,46.8088,27.91,7.10
125,0.365401,69.6715,190.67,0.321585,0.359670,0.090457,0.107081,49.3531,0.6872,0.207429,0.914070,0.926580,49.3531,32.98,9.72
126,0.385365,69.3722,180.02,0.363118,0.393489,0.093265,0.104981,47.8118,0.6760,0.198902,0.924369,0.931022,47.8118,28.57,4.81
127,0.393424,77.8757,197.94,0.389114,0.453571,0.081622,0.091003,49.5669,0.6697,0.258752,0.929423,0.937861,49.5669,27.05,7.96
128,0.388144,75.3683,194.18,0.343985,0.455913,0.088368,0.097815,49.0856,0.7263,0.289103,0.942401,0.945070,49.0856,21.78,10.85
129,0.380742,69.2200,181.80,0.353564,0.387143,0.092705,0.110857,48.8879,0.7131,0.187300,0.904610,0.939017,48.8879,29.57,7.90
130,0.381320,68.3565,179.26,0.283487,0.410306,0.091947,0.112094,47.1665,0.6461,0.202519,0.899799,0.945598,47.1665,28.64,7.30
131,0.413787,78.0017,188.51,0.370653,0.581749,0.090735,0.103825,50.1603,0.7411,0.192183,0.924115,0.924533,50.1603,29.22,6.20
132,0.387269,76.5332,197.62,0.190021,0.438024,0.083831,0.105668,48.3662,0.7277,0.198885,0.924273,0.935993,48.3662,31.73,7.54
133,0.393910,76.0768,193.13,0.353781,0.485319,0.082781,0.096854,46.2567,0.7153,0.240014,0.919934,0.923816,46.2567,27.60,9.42
134,0.372063,73.6915,198.06,0.346848,0.406265,0.083126,0.096098,49.5038,0.7037,0.288551,0.926110,0.953710,49.5038,30.53,7.68
135,0.389758,76.2617,195.66,0.288636,0.420138,0.084892,0.105395,48.7164,0.7234,0.176741,0.922632,0.944100,48.7164,33.91,7.13
136,0.393262,75.0873,190.93,0.368046,0.395011,0.089742,0.117777,49.0414,0.7070,0.188515,0.912362,0.938494,49.0414,25.33,10.62
137,0.413498,83.5611,202.08,0.311943,0.431441,0.088878,0.108071,46.3306,0.7155,0.222240,0.904724,0.946118,46.3306,23.07,7.66
138,0.408335,83.2032,203.76,0.376435,0.439203,0.088231,0.116707,47.8910,0.7490,0.203785,0.918646,0.925233,47.8910,26.53,8.05
139,0.396226,83.9983,212.00,0.301015,0.493323,0.087124,0.104331,46.1805,0.7532,0.224709,0.895648,0.932026,46.1805,29.43,6.04
140,0.409457,88.7321,216.71,0.341540,0.562820,0.085981,0.104967,48.7426,0.6997,0.235174,0.917283,0.929514,48.7426,27.52,8.00
141,0.410186,86.0233,209.72,0.328298,0.446156,0.086610,0.106344,46.5287,0.6965,0.214809,0.918517,0.931649,46.5287,32.20,7.41
142,0.409575,81.2498,198.38,0.309686,0.415676,0.087872,0.102615,46.9501,0.7343,0.188045,0.930415,0.934249,46.9501,28.75,8.33
143,0.422183,85.9046,203.48,0.389443,0.436133,0.084220,0.094533,47.1733,0.7244,0.274903,0.919175,0.936322,47.1733,30.69,8.76
144,0.422760,84.5211,199.93,0.403416,0.465922,0.082627,0.098404,47.0985,0.7141,0.270425,0.934078,0.960038,47.0985,32.60,8.53
145,0.412082,83.8104,203.38,0.355179,0.543530,0.073513,0.095179,46.1225,0.7348,0.317120,0.938032,0.955251,46.1225,30.49,8.61
146,0.443620,94.5980,213.24,0.318775,0.532423,0.077163,0.108459,46.2792,0.7031,0.249325,0.940893,0.943535,46.2792,29.89,9.06
147,0.401681,80.2305,199.74,0.352578,0.470420,0.084849,0.088695,47.3122,0.7476,0.276837,0.939176,0.935659,47.3122,32.10,7.82
148,0.417098,84.3112,202.14,0.416200,0.436215,0.082342,0.093243,47.8293,0.7657,0.247577,0.926428,0.949495,47.8293,34.16,8.17
149,0.395660,81.8501,206.87,0.342375,0.507108,0.081898,0.105130,46.4924,0.7492,0.231927,0.924834,0.955391,46.4924,26.60,9.83
150,0.416469,86.4521,207.58,0.400375,0.524701,0.078900,0.104206,46.3467,0.7089,0.286273,0.928343,0.939910,46.3467,28.51,9.52
151,0.441470,88.2977,200.01,0.435322,0.439942,0.082481,0.095583,50.5920,0.7199,0.246909,0.948812,0.934333,50.5920,29.48,9.23
152,0.437802,93.1928,212.87,0.403254,0.479691,0.077553,0.092903,49.1855,0.7459,0.301587,0.935545,0.937424,49.1855,28.23,8.89
153,0.424528,91.1936,214.81,0.354285,0.452014,0.086360,0.111144,47.0449,0.7416,0.229448,0.924981,0.929012,47.0449,24.70,9.57
154,0.428022,91.6949,214.23,0.264611,0.516568,0.078896,0.085282,47.5432,0.6716,0.285853,0.928873,0.960395,47.5432,29.22,8.71
155,0.433092,92.2363,212.97,0.270641,0.447742,0.083453,0.106250,46.4920,0.7262,0.191078,0.900434,0.959622,46.4920,27.94,7.92
156,0.428391,96.2602,224.70,0.356366,0.482870,0.077730,0.094028,46.3430,0.7720,0.277838,0.927966,0.948975,46.3430,32.37,7.77
157,0.424032,82.8884,195.48,0.398182,0.485586,0.079703,0.098615,48.8546,0.8076,0.257664,0.926074,0.945711,48.8546,28.82,8.98
158,0.435125,94.1464,216.37,0.427638,0.452007,0.080230,0.094669,47.3666,0.7237,0.334703,0.949431,0.967870,47.3666,34.73,7.62
159,0.429458,85.6179,199.36,0.402768,0.527871,0.079766,0.090586,47.8367,0.7948,0.297125,0.923658,0.950431,47.8367,29.35,7.98
160,0.420154,88.4112,210.43,0.278230,0.523396,0.084261,0.096643,45.3679,0.7397,0.243979,0.923296,0.952854,45.3679,28.16,7.77
161,0.418994,86.8689,207.33,0.359252,0.442717,0.082004,0.091438,46.4394,0.7280,0.286812,0.932769,0.948715,46.4394,33.00,9.39
162,0.436542,97.3275,222.95,0.391449,0.464291,0.080320,0.097029,46.7979,0.7544,0.301681,0.927779,0.953881,46.7979,28.18,7.74
163,0.452807,100.2144,221.32,0.426676,0.524049,0.082616,0.104165,48.0442,0.7716,0.217256,0.915842,0.947897,48.0442,32.32,8.46
164,0.447672,103.1643,230.45,0.340134,0.532585,0.082552,0.086114,44.9278,0.7535,0.296817,0.940149,0.955548,44.9278,29.69,7.76
165,0.422097,92.3111,218.70,0.391357,0.520035,0.078375,0.083708,46.2286,0.7611,0.234241,0.940634,0.945501,46.2286,29.01,9.50
166,0.436381,95.9892,219.97,0.297071,0.450427,0.082197,0.085349,45.3724,0.7753,0.314634,0.919954,0.963346,45.3724,33.34,8.31
167,0.437368,97.8190,223.65,0.437935,0.499295,0.078887,0.097974,48.5804,0.7487,0.293511,0.932796,0.951792,48.5804,32.69,9.28
168,0.405079,85.4043,210.83,0.332675,0.412853,0.075459,0.097956,48.3156,0.7349,0.307443,0.943438,0.943026,48.3156,30.07,8.45
169,0.426343,91.5569,214.75,0.346716,0.432901,0.076212,0.090248,45.7896,0.7685,0.276875,0.926402,0.941967,45.7896,27.73,9.31
170,0.436165,97.1028,222.63,0.172865,0.482855,0.081582,0.102818,47.2609,0.7332,0.301689,0.932617,0.951971,47.2609,29.24,8.89
171,0.429313,96.9764,225.89,0.422288,0.487885,0.078162,0.099102,47.4110,0.7698,0.262716,0.942668,0.950051,47.4110,31.77,7.44
172,0.452699,100.8027,222.67,0.399044,0.480852,0.073612,0.090016,44.6659,0.7882,0.354011,0.942177,0.941001,44.6659,29.94,10.95
173,0.468682,111.2100,237.28,0.439117,0.478018,0.070521,0.088412,46.0062,0.7703,0.333119,0.943435,0.958034,46.0062,27.30,8.32
174,0.460351,99.4654,216.06,0.425620,0.516145,0.081887,0.099746,44.6682,0.8077,0.281657,0.924466,0.956301,44.6682,25.54,7.05
175,0.440570,93.7341,212.76,0.413302,0.515715,0.078537,0.089252,45.6709,0.7833,0.318708,0.925865,0.958854,45.6709,31.03,9.26
176,0.431167,99.7859,231.43,0.374562,0.528694,0.079795,0.097194,44.6943,0.7401,0.302952,0.924356,0.951970,44.6943,26.52,8.42
177,0.448704,102.4682,228.36,0.390068,0.611645,0.074128,0.084802,47.4447,0.7629,0.348714,0.946799,0.964423,47.4447,27.14,8.05
178,0.459144,110.4324,240.52,0.393136,0.619288,0.078027,0.088390,44.5155,0.7603,0.293978,0.917261,0.937510,44.5155,29.41,8.44
179,0.438662,103.0658,234.95,0.369408,0.489251,0.068791,0.093922,46.6440,0.7765,0.341428,0.931956,0.940061,46.6440,32.90,7.03
180,0.455489,104.6105,229.67,0.330847,0.477077,0.078464,0.090567,46.1349,0.7591,0.287058,0.929043,0.960350,46.1349,27.51,7.99
181,0.462597,102.8470,222.33,0.455763,0.539713,0.073991,0.088812,46.9170,0.8097,0.302141,0.955490,0.951134,46.9170,34.09,6.84
182,0.472972,107.5009,227.29,0.423791,0.639133,0.074242,0.092224,46.6723,0.7966,0.322787,0.932688,0.930615,46.6723,32.52,8.14
183,0.456025,104.0493,228.17,0.362388,0.516183,0.079517,0.096286,46.8061,0.7812,0.259002,0.930371,0.946190,46.8061,29.42,9.05
184,0.437189,97.4421,222.88,0.409232,0.579367,0.078363,0.093825,45.9857,0.7678,0.290522,0.919531,0.965246,45.9857,34.12,8.67
185,0.482474,112.2727,232.70,0.393734,0.563211,0.070110,0.089258,45.8831,0.7619,0.346524,0.939277,0.960694,45.8831,32.36,8.52
186,0.467287,107.9209,230.95,0.360628,0.534906,0.076603,0.097136,46.8613,0.7807,0.302950,0.953991,0.960055,46.8613,25.87,8.67
