epoch,avg_reward,avg_episode_reward,avg_episode_len,min_reward,max_reward,mpjpe,joint_angle_rmse,activation_volume,frame_coverage,pos_reward,vel_reward,upright_reward,energy_reward,t_sample,t_update
64,0.153770,17.4137,113.25,0.110537,0.191092,0.143600,0.151211,32.1554,0.4947,0.001308,0.804091,0.885417,32.1554,26.46,9.08
65,0.146666,17.4220,118.79,0.143417,0.186032,0.135504,0.155085,32.9881,0.4791,0.024927,0.830061,0.885099,32.9881,25.26,7.62
66,0.156156,19.5572,125.24,0.135650,0.204972,0.137871,0.160389,32.6082,0.4900,0.041629,0.818047,0.907005,32.6082,29.54,8.81
67,0.144677,16.8726,116.62,0.132935,0.159298,0.138458,0.178650,31.8128,0.5132,0.029682,0.812687,0.904773,31.8128,25.64,7.10
68,0.164184,21.4203,130.47,0.044284,0.245718,0.143685,0.172417,32.3906,0.5070,0.023543,0.792782,0.894967,32.3906,23.55,8.78
69,0.143037,18.9082,132.19,0.108143,0.168391,0.132819,0.164063,32.0445,0.5321,0.018056,0.807546,0.911939,32.0445,27.27,8.58
70,0.149797,16.9501,113.15,0.143216,0.201331,0.136336,0.157035,33.5689,0.4971,0.031843,0.822920,0.886060,33.5689,22.63,7.80
71,0.155481,19.5792,125.93,0.157188,0.195548,0.135369,0.155729,31.7294,0.5080,0.009581,0.811797,0.891328,31.7294,25.05,7.81
72,0.157603,21.0270,133.42,0.133925,0.281975,0.135637,0.168034,32.3913,0.4934,0.031796,0.809371,0.888455,32.3913,25.90,7.36
73,0.155958,16.9686,108.80,0.133612,0.231215,0.137053,0.172182,30.8716,0.5435,0.012851,0.799582,0.899443,30.8716,27.58,7.92
74,0.125005,15.3399,122.71,0.040801,0.182405,0.137681,0.166790,27.7266,0.5016,0.026344,0.809156,0.907616,27.7266,27.64,9.45
75,0.143688,18.4607,128.48,0.091886,0.148502,0.143355,0.167390,31.9632,0.5187,0.028803,0.815105,0.895789,31.9632,25.11,6.85
76,0.140112,18.4451,131.65,0.089052,0.263701,0.130297,0.153105,32.8098,0.5648,0.036226,0.832650,0.893224,32.8098,25.30,6.13
77,0.184129,23.3051,126.57,0.156898,0.349786,0.129911,0.159758,31.5579,0.5429,0.033949,0.817006,0.895407,31.5579,26.57,7.60
78,0.168868,21.9345,129.89,0.024077,0.181895,0.130828,0.168760,32.3461,0.5315,0.031068,0.810931,0.886314,32.3461,30.96,8.71
79,0.191375,25.1931,131.64,0.111756,0.261314,0.134844,0.157609,30.6373,0.5648,0.039345,0.819808,0.910371,30.6373,27.88,8.47
80,0.194573,23.9368,123.02,0.174979,0.205849,0.133468,0.152269,32.1081,0.5526,0.033876,0.831442,0.906394,32.1081,24.31,7.09
81,0.174101,21.9511,126.08,0.150554,0.245677,0.133240,0.163951,31.6997,0.5458,0.044769,0.809009,0.897281,31.6997,23.59,7.07
82,0.164937,20.6363,125.12,0.132544,0.242565,0.133612,0.167219,31.1341,0.5536,0.048134,0.800069,0.881103,31.1341,21.82,8.21
83,0.191017,24.1362,126.36,0.163794,0.245090,0.131984,0.169406,31.1096,0.5435,0.032436,0.805894,0.899353,31.1096,27.50,9.38
84,0.213315,31.6817,148.52,0.149357,0.234177,0.133382,0.149737,29.8876,0.5133,0.030256,0.815795,0.889607,29.8876,26.66,7.56
85,0.151018,20.4113,135.16,0.145475,0.245843,0.131049,0.158969,32.3014,0.5510,0.029585,0.833779,0.903862,32.3014,31.93,6.53
86,0.211377,30.4847,144.22,0.185648,0.281897,0.140648,0.170667,31.4244,0.5511,0.008830,0.805108,0.920098,31.4244,25.59,9.92
87,0.212453,28.4690,134.00,0.166838,0.220716,0.128782,0.151067,33.2562,0.5170,0.047826,0.828166,0.903735,33.2562,26.61,7.18
88,0.187871,26.0980,138.91,0.089413,0.314007,0.123956,0.156883,32.0970,0.5888,0.032421,0.840152,0.911402,32.0970,25.28,8.23
89,0.179227,24.8011,138.38,0.122653,0.187318,0.125457,0.151604,31.3986,0.5500,0.048320,0.853052,0.916074,31.3986,28.57,8.49
90,0.203607,29.7130,145.93,0.074774,0.305724,0.130935,0.138737,30.9213,0.5086,0.032316,0.830945,0.892234,30.9213,21.73,7.76
91,0.184046,25.2958,137.44,0.165601,0.196617,0.136888,0.164122,33.9009,0.5305,0.009598,0.826081,0.915027,33.9009,26.17,8.60
92,0.198814,25.9024,130.28,0.126418,0.197590,0.128551,0.158842,30.6125,0.5866,0.046374,0.813670,0.882507,30.6125,27.16,7.10
93,0.181674,23.2459,127.95,0.025685,0.287282,0.136864,0.174924,32.9454,0.5496,0.028425,0.825853,0.889627,32.9454,25.77,9.59
94,0.182797,27.9910,153.13,0.033959,0.257589,0.133021,0.162357,30.1666,0.5147,-0.001412,0.826743,0.892570,30.1666,25.49,7.64
95,0.188567,25.9025,137.36,0.131993,0.344797,0.129646,0.157891,30.0710,0.5793,0.036704,0.817507,0.913583,30.0710,20.59,9.01
96,0.199984,30.6734,153.38,0.075172,0.281437,0.114807,0.135835,33.1471,0.5808,0.055017,0.857189,0.939002,33.1471,22.81,8.17
97,0.202485,27.7140,136.87,0.204395,0.255415,0.122930,0.167760,32.5606,0.5359,0.041130,0.849571,0.889260,32.5606,28.08,8.77
98,0.179001,27.1332,151.58,0.160873,0.178219,0.127021,0.149432,31.0843,0.5933,0.032434,0.843511,0.896134,31.0843,25.34,6.51
99,0.206936,29.8013,144.01,0.184199,0.398351,0.130592,0.141824,30.1449,0.5599,0.040000,0.848190,0.925889,30.1449,26.18,7.85
100,0.191884,29.9978,156.33,0.162797,0.249851,0.134939,0.152671,31.3346,0.5470,0.025568,0.824369,0.888506,31.3346,25.60,9.86
101,0.185398,27.3705,147.63,0.122321,0.209845,0.133301,0.155920,31.1305,0.5781,0.034661,0.833090,0.911364,31.1305,25.74,8.11
102,0.210185,31.1445,148.18,0.151373,0.244524,0.131130,0.151417,32.8986,0.5963,0.027744,0.816338,0.909621,32.8986,27.79,8.83
103,0.189915,25.2449,132.93,0.172416,0.217055,0.128781,0.159939,30.5234,0.5519,0.037078,0.831005,0.905304,30.5234,23.95,8.14
104,0.243940,39.5881,162.29,0.147968,0.258768,0.122757,0.151165,32.0015,0.5810,0.052483,0.837878,0.908647,32.0015,27.07,7.13
105,0.220925,30.6164,138.58,0.187332,0.237427,0.132509,0.155192,32.2764,0.5882,0.014592,0.827547,0.922426,32.2764,31.05,9.11
106,0.205900,30.4473,147.87,-0.017525,0.229455,0.120507,0.157288,30.1802,0.5557,0.059371,0.824733,0.910662,30.1802,22.15,6.49
107,0.213355,31.8111,149.10,0.202182,0.275641,0.130715,0.150701,30.8534,0.5512,0.031504,0.822692,0.902055,30.8534,23.22,8.06
108,0.230463,35.5883,154.42,0.221829,0.246335,0.130105,0.146560,30.4552,0.5791,0.036560,0.841455,0.889264,30.4552,26.54,8.79
109,0.205060,31.8329,155.24,0.190633,0.226842,0.130647,0.136215,29.4246,0.6127,0.033695,0.811544,0.891296,29.4246,26.60,8.83
110,0.229603,34.7432,151.32,0.113409,0.280538,0.127640,0.152116,29.5707,0.5986,0.046622,0.819476,0.936624,29.5707,33.82,7.01
111,0.242235,36.4299,150.39,0.192824,0.291411,0.127259,0.159712,32.4933,0.5916,0.036500,0.828712,0.921362,32.4933,26.49,8.87
112,0.233153,36.0079,154.44,0.169836,0.287609,0.120187,0.140862,31.2075,0.6174,0.054599,0.851718,0.906224,31.2075,27.68,9.63
113,0.219300,34.2106,156.00,0.195140,0.306436,0.126206,0.140083,30.9544,0.5927,0.028552,0.827097,0.914521,30.9544,26.15,9.24
114,0.196212,31.8294,162.22,0.134503,0.235447,0.119873,0.142131,30.5743,0.5616,0.028217,0.832565,0.905832,30.5743,27.43,10.04
115,0.220983,36.7156,166.15,0.182863,0.248235,0.120374,0.150202,33.1893,0.5771,0.061389,0.832788,0.910998,33.1893,28.66,10.73
116,0.208783,32.9771,157.95,0.208774,0.253007,0.124332,0.145828,30.9382,0.6017,0.075328,0.823864,0.916642,30.9382,29.85,8.67
117,0.233462,38.3327,164.19,0.202473,0.355101,0.123434,0.156156,28.9102,0.6245,0.027620,0.834192,0.918828,28.9102,27.89,9.29
118,0.183817,29.6795,161.46,0.129160,0.246344,0.122196,0.142223,29.3111,0.6357,0.035725,0.848608,0.919218,29.3111,25.83,6.98
119,0.230795,34.6644,150.20,0.203623,0.256116,0.125911,0.147606,31.9221,0.5816,0.058061,0.837564,0.950379,31.9221,25.38,8.49
120,0.224362,33.2206,148.07,0.186663,0.274913,0.121024,0.152460,31.5212,0.5985,0.053130,0.846437,0.922854,31.5212,25.24,8.64
121,0.217244,35.0945,161.54,0.219428,0.256782,0.115770,0.135351,32.3246,0.6502,0.053433,0.857403,0.924022,32.3246,30.87,8.13
122,0.200698,33.3522,166.18,0.160230,0.351073,0.114850,0.140253,31.5854,0.6598,0.053028,0.852148,0.911767,31.5854,27.45,6.72
123,0.237619,36.9806,155.63,0.219644,0.362313,0.128026,0.148255,30.4858,0.5801,0.034423,0.840501,0.908259,30.4858,21.88,7.69
124,0.221429,35.6837,161.15,0.178223,0.265086,0.118771,0.157554,31.2722,0.6089,0.060535,0.856453,0.917873,31.2722,26.83,7.59
125,0.231294,40.7245,176.07,0.124724,0.241072,0.114549,0.138379,29.6407,0.6121,0.074314,0.837717,0.920513,29.6407,25.12,9.61
126,0.254164,42.3512,166.63,0.226112,0.300034,0.116798,0.135269,29.6182,0.6296,0.088755,0.873292,0.907986,29.6182,25.84,9.30
127,0.228814,42.4372,185.47,0.202022,0.245812,0.116314,0.143088,29.6470,0.6351,0.059145,0.859723,0.904002,29.6470,22.22,8.36
128,0.208880,34.5576,165.44,0.142618,0.309957,0.117706,0.150301,30.5503,0.6272,0.076918,0.869630,0.923050,30.5503,21.45,6.20
129,0.238160,38.6185,162.15,0.201538,0.311347,0.123200,0.148579,28.3178,0.6218,0.042955,0.853157,0.917415,28.3178,27.68,6.71
130,0.216948,32.0221,147.60,0.079519,0.375224,0.120375,0.147370,30.4615,0.6234,0.051117,0.849157,0.928743,30.4615,25.43,9.29
131,0.237268,40.2476,169.63,0.180508,0.335828,0.110907,0.135224,31.8423,0.6536,0.095504,0.881235,0.915237,31.8423,26.79,5.95
132,0.278832,42.6113,152.82,0.178355,0.351568,0.119844,0.148985,32.1585,0.6151,0.046270,0.852281,0.928491,32.1585,24.52,8.99
133,0.241144,41.2046,170.87,0.197714,0.347584,0.121740,0.141230,29.2941,0.6400,0.067459,0.847060,0.917758,29.2941,22.99,7.79
134,0.250846,44.6962,178.18,0.137237,0.308100,0.124870,0.153454,31.8932,0.6349,0.037228,0.845301,0.937401,31.8932,24.72,7.40
135,0.263331,47.1095,178.90,0.254772,0.358135,0.122270,0.148576,32.7499,0.6207,0.047027,0.847649,0.905897,32.7499,23.52,9.38
136,0.258547,42.0090,162.48,0.197066,0.341299,0.117114,0.139842,29.3089,0.6025,0.031707,0.853155,0.917952,29.3089,25.55,10.50
137,0.247384,44.1629,178.52,0.174885,0.313789,0.121158,0.137510,31.4033,0.6417,0.047910,0.861044,0.921994,31.4033,25.07,7.85
138,0.227681,40.6386,178.49,0.214980,0.249841,0.118334,0.131770,29.1549,0.6741,0.066762,0.844575,0.916814,29.1549,25.99,9.96
139,0.253045,41.0667,162.29,0.206585,0.334560,0.113426,0.143869,29.9008,0.6696,0.067141,0.853664,0.910469,29.9008,28.70,10.60
140,0.264016,46.6473,176.68,0.211769,0.357654,0.119454,0.132616,31.2332,0.6933,0.055953,0.853963,0.924077,31.2332,31.11,8.60
141,0.247804,43.3068,174.76,0.215548,0.259279,0.114457,0.132931,30.9666,0.6613,0.063249,0.853116,0.920663,30.9666,26.33,7.51
142,0.277533,50.3745,181.51,0.260136,0.323417,0.106867,0.136450,28.9507,0.6515,0.083246,0.856100,0.918952,28.9507,26.08,6.83
143,0.254373,47.3102,185.99,0.143893,0.351642,0.113173,0.127361,30.2427,0.6786,0.073820,0.870557,0.933353,30.2427,26.35,8.32
144,0.265692,44.3945,167.09,0.227109,0.291835,0.118638,0.138751,29.2323,0.6833,0.065426,0.863865,0.920657,29.2323,26.84,6.25
145,0.263508,44.3147,168.17,0.204779,0.319330,0.119377,0.130562,31.4742,0.6748,0.065464,0.861042,0.911334,31.4742,24.22,6.86
146,0.267933,48.2436,180.06,0.178154,0.459349,0.121347,0.149470,31.4398,0.6497,0.054733,0.857539,0.914849,31.4398,23.11,7.94
147,0.264935,44.3606,167.44,0.167317,0.353255,0.113262,0.133061,32.2895,0.6568,0.089369,0.856672,0.943432,32.2895,26.03,10.38
148,0.264596,48.0552,181.62,0.166408,0.322215,0.114753,0.135561,28.3325,0.6803,0.075573,0.865696,0.933946,28.3325,27.06,7.20
149,0.271091,49.2873,181.81,0.255056,0.344900,0.109105,0.128789,31.1199,0.6371,0.074245,0.864936,0.932482,31.1199,29.01,7.92
150,0.271068,48.4149,178.61,0.256684,0.387454,0.115222,0.127604,27.8745,0.6632,0.067554,0.865025,0.930306,27.8745,24.65,8.32
151,0.269329,46.9411,174.29,0.262991,0.356243,0.112945,0.126422,29.4066,0.6909,0.078116,0.851089,0.919746,29.4066,26.64,7.85
152,0.273015,52.0157,190.52,0.269389,0.392283,0.112764,0.132326,29.8487,0.6684,0.073191,0.857196,0.912121,29.8487,27.60,7.29
153,0.258445,47.2363,182.77,0.183567,0.266251,0.116260,0.149196,30.6395,0.6973,0.060453,0.863265,0.933970,30.6395,24.14,8.35
154,0.262014,50.3831,192.29,0.228433,0.346988,0.124253,0.146776,30.6088,0.6628,0.045458,0.849902,0.924124,30.6088,29.01,7.61
155,0.261701,45.1837,172.65,0.245972,0.270729,0.114529,0.134170,31.5917,0.6397,0.078484,0.864135,0.937505,31.5917,28.57,8.46
156,0.282950,51.8870,183.38,0.208335,0.364974,0.109064,0.131939,30.1790,0.6378,0.087854,0.873658,0.942946,30.1790,25.78,8.41
157,0.293178,54.9193,187.32,0.244165,0.346260,0.109363,0.128585,29.8385,0.6628,0.107954,0.870400,0.921546,29.8385,24.44,8.32
158,0.280604,51.7721,184.50,0.198892,0.290063,0.113504,0.135683,29.2414,0.6612,0.096508,0.867844,0.932959,29.2414,27.62,8.56
159,0.272702,49.9087,183.02,0.096526,0.326256,0.118871,0.150376,28.8773,0.6584,0.049651,0.841871,0.930572,28.8773,25.07,6.16
160,0.284277,50.9775,179.32,0.217160,0.316566,0.114633,0.140618,31.7572,0.6957,0.065155,0.884124,0.923804,31.7572,27.83,8.84
161,0.291860,52.5356,180.00,0.278139,0.341482,0.115358,0.133619,29.4265,0.7108,0.052443,0.856050,0.931574,29.4265,22.81,8.35
162,0.299020,57.6204,192.70,0.189635,0.397135,0.115792,0.129330,29.9850,0.6828,0.045911,0.852975,0.933447,29.9850,22.26,7.59
163,0.285687,55.4578,194.12,0.225639,0.293961,0.114333,0.131982,30.5825,0.6715,0.107090,0.848865,0.909038,30.5825,26.72,8.09
164,0.296540,59.5569,200.84,0.204450,0.350856,0.116838,0.140386,30.1612,0.6835,0.078027,0.844824,0.939269,30.1612,27.64,9.59
165,0.283813,50.7880,178.95,0.266972,0.330217,0.123984,0.138055,29.7897,0.6771,0.038234,0.841323,0.943084,29.7897,20.81,8.64
166,0.288797,56.0005,193.91,0.275101,0.310909,0.115768,0.140844,32.4354,0.6940,0.075664,0.869349,0.960290,32.4354,26.94,7.27
167,0.288774,56.8532,196.88,0.285048,0.373689,0.100384,0.132751,28.0636,0.7267,0.100476,0.873388,0.934754,28.0636,23.75,9.68
168,0.250727,47.3309,188.77,0.175595,0.346495,0.119014,0.141425,31.1620,0.6842,0.075286,0.852894,0.921024,31.1620,24.61,7.04
169,0.290741,56.7087,195.05,0.251727,0.321815,0.109816,0.128609,29.2247,0.6549,0.100681,0.883354,0.948479,29.2247,25.64,8.76
170,0.264814,51.6921,195.20,0.271686,0.347945,0.115239,0.136806,28.6064,0.7053,0.068176,0.881781,0.929279,28.6064,23.97,7.91
171,0.293647,55.7092,189.71,0.233304,0.352655,0.111042,0.136562,27.1296,0.6838,0.078098,0.879932,0.945736,27.1296,29.07,6.36
172,0.278468,56.0493,201.28,0.206420,0.420013,0.105368,0.117433,29.7073,0.6865,0.091596,0.884908,0.949249,29.7073,26.75,8.81
173,0.259552,48.4085,186.51,0.254896,0.367706,0.105458,0.124271,28.0729,0.7280,0.129629,0.900851,0.932846,28.0729,19.85,6.01
174,0.331170,63.8914,192.93,0.273371,0.359913,0.112916,0.131916,29.7462,0.7304,0.064521,0.878082,0.919411,29.7462,22.43,8.28
175,0.300590,58.2309,193.72,0.278467,0.324190,0.108043,0.125818,29.9635,0.7050,0.096292,0.890024,0.942390,29.9635,21.56,7.62
176,0.280108,54.5611,194.79,0.208719,0.407364,0.105192,0.124476,30.9790,0.6752,0.104601,0.871320,0.916369,30.9790,30.18,7.68
177,0.314512,62.2613,197.96,0.277346,0.339750,0.105530,0.130779,30.0726,0.7304,0.097078,0.870596,0.943187,30.0726,20.71,7.82
178,0.299949,57.9619,193.24,0.162939,0.314084,0.113115,0.132566,31.5314,0.6923,0.081863,0.864982,0.940368,31.5314,26.77,7.40
179,0.306412,52.9225,172.72,0.254398,0.316887,0.111252,0.128007,31.1442,0.7503,0.077906,0.887652,0.947256,31.1442,25.87,8.34
180,0.280271,58.3988,208.37,0.241494,0.353906,0.115085,0.136932,29.1651,0.7153,0.078787,0.868436,0.937472,29.1651,26.52,8.93
181,0.327053,67.6113,206.73,0.247652,0.389416,0.110187,0.140757,28.5389,0.6710,0.099827,0.870309,0.944646,28.5389,25.35,9.57
182,0.309483,63.0965,203.88,0.217939,0.350977,0.107670,0.134420,29.2677,0.6779,0.107408,0.884982,0.929207,29.2677,29.25,9.19
183,0.288176,52.5283,182.28,0.266291,0.322896,0.102566,0.124915,28.5050,0.7123,0.124927,0.884296,0.919005,28.5050,24.25,9.48
184,0.300582,61.0287,203.04,0.245221,0.338914,0.113099,0.146583,31.8577,0.6960,0.061145,0.871111,0.958228,31.8577,31.04,11.01
185,0.289435,58.4282,201.87,0.255752,0.315315,0.099890,0.124069,30.3883,0.7436,0.110684,0.884573,0.953151,30.3883,23.30,6.23
