epoch,avg_reward,avg_episode_reward,avg_episode_len,min_reward,max_reward,mpjpe,joint_angle_rmse,activation_volume,frame_coverage,pos_reward,vel_reward,upright_reward,energy_reward,t_sample,t_update
34,0.076810,6.6466,86.53,0.055504,0.090295,0.154689,0.185141,30.2477,0.4037,0.008440,0.770191,0.860689,30.2477,24.88,9.91
35,0.068062,5.3567,78.70,-0.058513,0.123855,0.143847,0.182450,34.2548,0.3986,0.014123,0.767441,0.862593,34.2548,22.72,6.96
36,0.080879,6.8476,84.66,0.022084,0.082898,0.144729,0.168636,35.4114,0.4085,0.014484,0.767568,0.867469,35.4114,26.19,8.94
37,0.075984,6.6081,86.97,0.042858,0.130838,0.160510,0.194784,33.3028,0.4334,0.007165,0.739995,0.872608,33.3028,25.02,8.18
38,0.067974,5.4219,79.76,0.067649,0.076336,0.148374,0.188390,34.0401,0.4139,0.008950,0.789623,0.871085,34.0401,25.66,8.85
39,0.088140,7.4899,84.98,0.060044,0.203857,0.145482,0.171577,33.1536,0.4255,0.022928,0.785722,0.872367,33.1536,25.57,7.50
40,0.077334,5.7467,74.31,-0.015315,0.113900,0.144878,0.182458,34.6604,0.3895,0.000816,0.797597,0.890800,34.6604,25.51,8.44
41,0.079473,7.7758,97.84,0.014330,0.123581,0.145567,0.186247,34.3097,0.4438,0.025679,0.791135,0.864862,34.3097,25.16,7.47
42,0.107475,11.3218,105.34,0.051246,0.149500,0.152747,0.175990,35.0624,0.4113,0.027593,0.772270,0.891563,35.0624,28.82,9.37
43,0.107382,9.5715,89.13,0.065682,0.174771,0.142849,0.155676,35.1478,0.4571,0.009985,0.781099,0.893154,35.1478,25.61,7.86
44,0.109263,9.0685,83.00,0.019418,0.118357,0.151424,0.202126,33.1798,0.4068,-0.000500,0.778931,0.877092,33.1798,27.57,8.78
45,0.099814,9.5666,95.84,0.040351,0.185033,0.150621,0.188792,34.1304,0.4395,0.005436,0.774568,0.889091,34.1304,26.09,8.40
46,0.117599,10.8851,92.56,-0.012547,0.189932,0.144311,0.186487,31.9910,0.4479,0.027303,0.784874,0.882407,31.9910,25.47,9.36
47,0.073781,6.3025,85.42,0.041382,0.211771,0.147278,0.159491,32.8263,0.4383,0.017638,0.789602,0.876039,32.8263,24.21,7.74
48,0.082227,8.9567,108.93,0.060531,0.081362,0.142542,0.177356,31.6592,0.4099,-0.002263,0.778584,0.861598,31.6592,25.76,7.84
49,0.103032,9.4403,91.63,-0.031720,0.288600,0.145957,0.163554,33.4995,0.4716,0.019294,0.782159,0.913457,33.4995,29.07,9.05
50,0.112479,11.4876,102.13,0.025409,0.127292,0.150025,0.167579,32.8141,0.4233,0.014776,0.787058,0.881658,32.8141,20.73,7.99
51,0.124357,12.1042,97.33,-0.018066,0.157137,0.147279,0.175188,34.2187,0.4605,0.025315,0.784433,0.881328,34.2187,28.45,9.46
52,0.107048,11.4965,107.40,0.039038,0.170860,0.154947,0.196984,31.1514,0.4490,0.000799,0.779520,0.872994,31.1514,27.04,7.28
53,0.136820,15.3391,112.11,0.051551,0.145087,0.147711,0.183264,33.8695,0.4294,0.012860,0.783132,0.895762,33.8695,25.68,7.03
54,0.146241,16.3761,111.98,0.104398,0.149477,0.138892,0.174502,33.4670,0.4522,0.013230,0.781810,0.876048,33.4670,27.97,8.06
55,0.131613,12.4845,94.86,0.128712,0.131395,0.143043,0.175914,32.4961,0.4273,0.035149,0.779421,0.885377,32.4961,19.64,7.07
56,0.117300,12.0907,103.08,0.106156,0.164218,0.142528,0.178194,33.5623,0.4501,0.030518,0.795678,0.886023,33.5623,24.91,7.02
57,0.134762,13.3169,98.82,0.098514,0.173890,0.133962,0.156678,32.9919,0.4525,0.008173,0.828686,0.890090,32.9919,30.87,10.49
58,0.130847,15.4169,117.82,0.094731,0.190175,0.147476,0.164799,31.9048,0.5150,-0.000587,0.794344,0.903164,31.9048,29.41,7.56
59,0.128375,14.3832,112.04,0.016242,0.170534,0.137358,0.166783,31.5452,0.4985,0.018120,0.806847,0.895537,31.5452,26.76,7.45
60,0.106754,9.5759,89.70,0.039821,0.121370,0.135062,0.162096,33.2342,0.4808,0.020114,0.815511,0.884822,33.2342,29.70,8.02
61,0.146157,15.1603,103.73,0.091367,0.172366,0.145672,0.172588,32.1921,0.4990,0.028459,0.793878,0.894451,32.1921,27.44,7.64
62,0.154690,17.0001,109.90,0.126143,0.228615,0.145840,0.168840,32.3032,0.4551,0.010129,0.786666,0.917257,32.3032,26.85,7.58
63,0.157599,16.8188,106.72,0.090787,0.197805,0.137794,0.160146,35.0206,0.4736,0.011576,0.809398,0.890496,35.0206,25.89,7.29
64,0.140056,16.9843,121.27,0.027704,0.208460,0.146243,0.173543,33.4169,0.4712,0.022846,0.804496,0.902096,33.4169,24.02,9.71
65,0.139468,17.1605,123.04,0.123246,0.148672,0.142694,0.168734,33.2098,0.5048,0.033226,0.828409,0.906561,33.2098,27.01,6.56
66,0.157638,15.6177,99.07,0.120670,0.233624,0.141367,0.176454,31.7962,0.4978,0.002540,0.765655,0.884601,31.7962,24.10,4.67
67,0.126295,13.8508,109.67,0.075681,0.172859,0.134436,0.160148,31.4609,0.4811,0.009394,0.794531,0.905770,31.4609,25.17,8.63
68,0.163859,19.3981,118.38,0.043721,0.164922,0.134752,0.161452,33.8253,0.5067,0.018288,0.816296,0.895809,33.8253,23.65,8.00
69,0.183277,22.2935,121.64,0.120600,0.280503,0.135040,0.145233,32.0592,0.4927,0.012854,0.817608,0.874644,32.0592,26.94,7.93
70,0.145876,17.6455,120.96,0.023068,0.238693,0.138763,0.168185,29.9679,0.5170,0.020424,0.802136,0.893698,29.9679,31.40,7.83
71,0.158126,21.0674,133.23,0.038420,0.164949,0.139961,0.163651,30.6503,0.4940,0.027035,0.781981,0.876620,30.6503,24.00,7.04
72,0.146961,19.0442,129.59,0.102637,0.188592,0.132523,0.148143,32.1428,0.5175,0.034802,0.798441,0.891562,32.1428,29.55,7.55
73,0.153449,16.9411,110.40,0.036114,0.175579,0.139543,0.177122,32.8380,0.5096,0.027635,0.824397,0.919771,32.8380,25.31,7.47
74,0.156585,18.0895,115.52,0.124312,0.190470,0.134944,0.175207,32.6813,0.5122,0.041257,0.806628,0.883320,32.6813,25.75,9.59
75,0.126712,16.7111,131.88,0.129621,0.163932,0.136700,0.165387,32.3243,0.5421,0.030363,0.824165,0.884263,32.3243,24.71,7.76
76,0.155389,18.2775,117.62,0.092796,0.244527,0.143736,0.185085,33.3020,0.5062,0.009604,0.794575,0.879394,33.3020,27.03,7.02
77,0.154861,20.6400,133.28,0.146195,0.199720,0.143570,0.162163,29.4046,0.5258,0.019287,0.824223,0.888598,29.4046,29.65,7.82
78,0.168316,20.4838,121.70,0.094686,0.250938,0.136030,0.157526,31.7308,0.5334,0.009907,0.827553,0.896753,31.7308,28.15,9.15
79,0.149992,18.6950,124.64,0.113065,0.207751,0.132869,0.162100,33.3840,0.5254,0.024698,0.828119,0.909467,33.3840,27.45,8.16
80,0.129869,15.7543,121.31,0.084812,0.173001,0.133878,0.152901,32.0528,0.5374,0.045144,0.807148,0.895032,32.0528,26.87,6.73
81,0.156611,18.8700,120.49,0.019749,0.318747,0.135603,0.157898,31.7188,0.4945,0.046386,0.817679,0.891663,31.7188,27.50,7.21
82,0.188747,28.9817,153.55,0.120041,0.299930,0.133501,0.152617,30.9864,0.5608,0.024315,0.835183,0.909349,30.9864,28.03,9.05
83,0.188665,23.8346,126.33,0.142142,0.189544,0.130840,0.166258,31.3348,0.5374,0.020369,0.820288,0.889341,31.3348,21.37,5.57
84,0.165423,24.7099,149.37,0.115489,0.265912,0.135858,0.159542,32.2441,0.5642,-0.003905,0.777383,0.898863,32.2441,24.60,6.78
85,0.159039,22.9464,144.28,0.111898,0.221001,0.128705,0.161497,29.6537,0.5547,0.014049,0.820886,0.908821,29.6537,25.33,4.89
86,0.176228,21.7873,123.63,0.118774,0.275582,0.130649,0.159967,34.1933,0.5473,0.030917,0.796206,0.896399,34.1933,27.40,6.00
87,0.189635,26.8134,141.39,0.096705,0.198251,0.128132,0.142202,32.0502,0.5205,0.045332,0.826340,0.890124,32.0502,26.02,7.99
88,0.192498,22.7535,118.20,0.136094,0.258558,0.124869,0.139331,32.5889,0.5781,0.016894,0.846904,0.898820,32.5889,26.21,9.50
89,0.170688,22.8387,133.80,0.147379,0.183643,0.129170,0.148969,30.0968,0.5554,0.043603,0.846878,0.916072,30.0968,25.80,7.06
90,0.182800,25.7603,140.92,0.073219,0.227281,0.135134,0.167351,32.8633,0.5535,0.020927,0.816375,0.911445,32.8633,25.28,8.89
91,0.213179,30.0996,141.19,0.188800,0.243384,0.126668,0.135156,31.5433,0.5352,0.065396,0.825565,0.914264,31.5433,20.32,9.87
92,0.208405,31.4507,150.91,0.160477,0.315217,0.136796,0.167466,33.5330,0.5485,0.010693,0.802556,0.904388,33.5330,27.05,8.81
93,0.168784,25.3672,150.29,0.073037,0.174879,0.133220,0.172850,29.8408,0.5692,0.009829,0.814366,0.912624,29.8408,23.29,8.93
94,0.170617,24.2354,142.05,0.111426,0.228214,0.131802,0.157791,30.2874,0.5599,0.022589,0.817429,0.904007,30.2874,25.14,8.23
95,0.163891,21.0171,128.24,0.045653,0.179074,0.131848,0.154232,30.9843,0.5424,0.026132,0.832689,0.913272,30.9843,23.74,8.33
96,0.170594,21.9430,128.63,0.145995,0.245427,0.128823,0.155817,29.7402,0.5393,0.032369,0.817046,0.898950,29.7402,26.57,8.19
97,0.187308,20.8903,111.53,0.141256,0.250855,0.127859,0.139668,31.8145,0.5922,0.034416,0.836964,0.915887,31.8145,27.87,9.03
98,0.194669,25.6914,131.97,0.171406,0.231867,0.132479,0.159942,29.3750,0.5875,0.033447,0.842212,0.904440,29.3750,28.78,9.63
99,0.199195,26.9532,135.31,0.121502,0.223452,0.127426,0.150330,31.5948,0.5415,0.042897,0.857351,0.899833,31.5948,21.48,9.76
100,0.222418,31.5675,141.93,0.215879,0.281844,0.117744,0.143743,29.5771,0.5964,0.054036,0.861105,0.932171,29.5771,27.31,8.43
101,0.211388,29.3526,138.86,0.146369,0.241156,0.121656,0.146577,28.8627,0.5729,0.035516,0.844405,0.929532,28.8627,26.83,7.51
102,0.229680,32.1620,140.03,0.211963,0.421047,0.125612,0.151637,29.5695,0.5715,0.026218,0.831962,0.897146,29.5695,29.14,8.00
103,0.218651,33.0434,151.12,0.172434,0.306132,0.133960,0.158634,30.3042,0.6045,0.033444,0.838432,0.925174,30.3042,25.97,8.31
104,0.205793,28.9101,140.48,0.170833,0.335939,0.134226,0.163102,31.3088,0.5809,0.038653,0.830622,0.914938,31.3088,25.51,9.46
105,0.185311,23.5768,127.23,0.131790,0.218175,0.130530,0.159341,31.4382,0.5243,0.056042,0.809619,0.909069,31.4382,29.57,8.42
106,0.222079,35.1047,158.07,0.198182,0.218940,0.125721,0.146663,31.8596,0.5504,0.035854,0.834572,0.905353,31.8596,26.10,9.08
107,0.211245,33.9073,160.51,0.062145,0.315704,0.123525,0.143820,32.3961,0.5998,0.040064,0.843290,0.902139,32.3961,27.39,8.09
108,0.207655,31.6234,152.29,0.032586,0.256715,0.126365,0.147633,31.6921,0.5907,0.051175,0.852273,0.919816,31.6921,29.12,6.91
109,0.214015,29.2770,136.80,0.025463,0.387609,0.130272,0.156086,32.5458,0.5848,0.044741,0.818707,0.903141,32.5458,27.25,9.80
110,0.212356,31.0886,146.40,0.136444,0.297793,0.114585,0.138480,28.9873,0.5905,0.071839,0.864532,0.917652,28.9873,27.71,7.61
111,0.222262,31.1493,140.15,0.183447,0.247390,0.123427,0.159212,30.6052,0.5734,0.035916,0.841389,0.903625,30.6052,30.23,7.98
112,0.190773,29.3650,153.93,0.148574,0.281425,0.130535,0.163283,30.6391,0.5323,0.041674,0.824733,0.897935,30.6391,26.38,7.71
113,0.200622,31.1754,155.39,0.197622,0.425438,0.124544,0.159571,30.7919,0.5835,0.038769,0.849848,0.903534,30.7919,22.09,8.96
114,0.222388,35.5820,160.00,0.196718,0.232362,0.124970,0.148116,27.2271,0.5803,0.047037,0.831786,0.912879,27.2271,22.05,5.65
115,0.243816,41.2685,169.26,0.189639,0.247965,0.121866,0.149267,31.9544,0.5904,0.065316,0.859709,0.905460,31.9544,27.72,7.38
116,0.261827,45.6606,174.39,0.143017,0.274097,0.127626,0.154767,32.6565,0.6156,0.041805,0.840496,0.929008,32.6565,30.31,7.28
117,0.193035,30.5306,158.16,0.069678,0.224606,0.132121,0.175575,28.3985,0.6105,0.029037,0.829955,0.924932,28.3985,27.45,10.59
118,0.249229,37.5646,150.72,0.047050,0.361481,0.120858,0.134233,31.4741,0.5651,0.060681,0.844173,0.899866,31.4741,27.08,7.17
119,0.232613,37.4683,161.08,0.166049,0.251476,0.121073,0.155078,30.1977,0.6273,0.028685,0.850165,0.917291,30.1977,30.06,7.77
120,0.221924,38.9814,175.65,0.213881,0.258669,0.123870,0.147859,31.9404,0.6150,0.046502,0.829578,0.911665,31.9404,28.54,6.95
121,0.201255,28.1060,139.65,0.152228,0.321801,0.122841,0.154767,30.5268,0.6048,0.058411,0.852494,0.918751,30.5268,23.55,8.75
122,0.224736,35.8289,159.43,0.119364,0.235015,0.117099,0.138759,30.7292,0.5613,0.048892,0.863867,0.908803,30.7292,25.26,10.00
123,0.252916,38.9900,154.16,0.158291,0.286798,0.123760,0.135182,31.1995,0.5772,0.051695,0.858282,0.914581,31.1995,26.44,8.64
124,0.236368,38.0633,161.03,-0.014141,0.243735,0.119696,0.142034,29.2083,0.6259,0.060365,0.842997,0.929003,29.2083,29.35,7.38
125,0.208975,32.9861,157.85,0.195531,0.385716,0.120117,0.139995,32.2415,0.5904,0.052527,0.844368,0.907799,32.2415,24.73,6.78
126,0.230602,34.5275,149.73,0.194710,0.251602,0.127176,0.139783,28.1289,0.6243,0.056999,0.862539,0.911718,28.1289,21.74,6.52
127,0.250829,41.9480,167.24,0.164576,0.325006,0.113934,0.126027,32.6218,0.5753,0.067617,0.876305,0.917684,32.6218,27.31,9.67
128,0.242638,38.7682,159.78,0.217584,0.288764,0.116013,0.140367,31.0314,0.6212,0.096993,0.872931,0.933325,31.0314,27.18,8.02
129,0.248181,39.1691,157.82,0.210498,0.275098,0.123155,0.145723,30.7724,0.6210,0.049605,0.820368,0.916692,30.7724,28.24,9.36
130,0.238784,36.2914,151.98,0.206142,0.307849,0.125649,0.155492,28.6052,0.5648,0.050069,0.820723,0.924389,28.6052,24.91,6.74
131,0.251938,39.9748,158.67,0.231299,0.311221,0.122214,0.147592,32.6578,0.6664,0.040202,0.856139,0.913648,32.6578,22.97,7.31
132,0.249068,40.9232,164.31,0.174163,0.283305,0.123922,0.150943,30.6465,0.6668,0.054380,0.856717,0.924168,30.6465,21.27,8.71
133,0.238713,38.9457,163.15,0.223568,0.332641,0.112117,0.129076,28.9226,0.6465,0.070443,0.858253,0.900766,28.9226,28.09,8.33
134,0.221062,39.0347,176.58,0.127057,0.348932,0.114196,0.135665,31.4223,0.5971,0.092132,0.863224,0.939968,31.4223,25.16,6.58
135,0.240596,39.7944,165.40,0.100325,0.417201,0.121204,0.145051,31.7187,0.6510,0.030064,0.849107,0.924135,31.7187,25.35,7.72
136,0.247211,38.1027,154.13,0.061002,0.339313,0.123026,0.146644,31.5010,0.6346,0.048660,0.845027,0.914826,31.5010,25.25,8.16
137,0.244459,41.0414,167.89,0.233020,0.258682,0.114920,0.147235,30.3319,0.6384,0.040955,0.833783,0.923712,30.3319,24.03,8.81
138,0.253097,44.7669,176.88,0.145881,0.276276,0.125554,0.161312,31.0405,0.6635,0.038682,0.844986,0.911716,31.0405,28.38,8.96
139,0.244206,44.6472,182.83,0.211779,0.293247,0.113085,0.144106,30.1735,0.6821,0.052216,0.822856,0.921600,30.1735,23.56,7.91
140,0.246417,45.3719,184.13,0.196273,0.299209,0.123922,0.150248,30.7467,0.6184,0.064667,0.842134,0.911243,30.7467,27.28,8.30
141,0.255677,44.2042,172.89,0.223274,0.300683,0.121567,0.143543,29.2531,0.6313,0.053825,0.847817,0.925583,29.2531,27.68,7.77
142,0.258230,44.0126,170.44,0.178315,0.355112,0.123954,0.151260,29.2195,0.6592,0.032906,0.868106,0.904844,29.2195,25.96,6.45
143,0.259611,44.8787,172.87,0.253109,0.316187,0.115387,0.135996,30.7276,0.6185,0.078796,0.853869,0.923742,30.7276,26.12,7.10
144,0.256815,44.4477,173.07,0.150469,0.364241,0.117685,0.133245,29.7398,0.6385,0.074733,0.865246,0.945945,29.7398,26.69,9.10
145,0.260106,44.3542,170.52,0.255220,0.308776,0.115723,0.131817,28.6290,0.6690,0.092402,0.878896,0.937811,28.6290,24.62,5.74
146,0.290786,52.5043,180.56,0.203366,0.313802,0.115315,0.146424,29.5463,0.6301,0.063484,0.866112,0.918893,29.5463,28.11,8.65
147,0.256224,43.9606,171.57,0.216325,0.298976,0.113317,0.121051,29.9102,0.6828,0.062715,0.880552,0.916802,29.9102,26.92,5.78
148,0.271319,44.1899,162.87,0.235825,0.282592,0.115621,0.136343,29.8322,0.6671,0.061951,0.862736,0.927253,29.8322,31.43,8.42
149,0.253735,43.9297,173.13,0.218040,0.330946,0.122772,0.144873,30.3224,0.6716,0.041213,0.853329,0.930604,30.3224,26.37,8.12
150,0.256899,45.7025,177.90,0.245924,0.343266,0.115515,0.143273,30.3682,0.6622,0.081122,0.866489,0.925741,30.3682,28.17,8.55
151,0.275237,46.9859,170.71,0.257960,0.300442,0.116560,0.136809,32.6939,0.6485,0.072413,0.872617,0.923731,32.6939,27.11,7.78
152,0.274120,48.0383,175.25,0.248436,0.386178,0.112857,0.128549,31.9907,0.6572,0.099031,0.869377,0.922235,31.9907,26.19,7.24
153,0.270694,48.5479,179.35,0.155642,0.270709,0.122084,0.147006,30.6761,0.6682,0.059705,0.847522,0.918298,30.6761,20.92,8.01
154,0.280842,53.0006,188.72,0.075504,0.277479,0.117897,0.115830,30.6106,0.5941,0.084321,0.862091,0.938510,30.6106,24.90,7.29
155,0.267986,46.6140,173.94,0.210478,0.378972,0.121805,0.146510,31.2213,0.6504,0.037337,0.823153,0.930553,31.2213,29.87,9.03
156,0.266645,50.5022,189.40,0.034714,0.331299,0.117728,0.133597,28.3841,0.6761,0.077342,0.859163,0.933549,28.3841,30.40,7.11
157,0.269818,43.3022,160.49,0.178623,0.354282,0.115756,0.133409,31.9045,0.7223,0.072002,0.862475,0.921812,31.9045,30.95,7.37
158,0.271886,48.9212,179.93,0.163090,0.374107,0.110975,0.140579,30.4972,0.6263,0.109421,0.882024,0.947933,30.4972,25.50,8.73
159,0.266018,47.0533,176.88,0.198408,0.302894,0.112518,0.134257,31.0085,0.7096,0.080586,0.849750,0.934171,31.0085,24.55,5.56
160,0.260856,46.6376,178.79,0.133853,0.320346,0.124210,0.142309,28.5709,0.6750,0.070438,0.849127,0.935600,28.5709,23.65,7.65
161,0.256299,45.3044,176.76,0.200932,0.362416,0.116637,0.124325,28.9768,0.6243,0.087838,0.875219,0.923676,28.9768,26.53,8.56
162,0.278822,53.0465,190.25,0.183168,0.334052,0.116671,0.133919,28.8545,0.6564,0.086285,0.864178,0.939000,28.8545,28.18,5.25
163,0.282130,53.0489,188.03,0.252641,0.418104,0.118075,0.143064,32.0711,0.7012,0.035585,0.844596,0.936911,32.0711,26.01,6.45
164,0.286631,58.0853,202.65,0.281142,0.373775,0.109679,0.125806,28.6556,0.7064,0.076394,0.873734,0.932612,28.6556,24.52,8.36
165,0.256669,48.4535,188.78,0.040694,0.362155,0.114249,0.126088,30.1900,0.6828,0.064764,0.871126,0.930953,30.1900,28.97,8.22
166,0.262946,49.8333,189.52,0.141441,0.300264,0.108070,0.125649,28.9201,0.6693,0.096999,0.854045,0.946227,28.9201,25.54,9.05
167,0.281392,52.2189,185.57,0.273617,0.313790,0.106830,0.141431,31.8319,0.6747,0.079357,0.856526,0.944116,31.8319,24.37,8.29
168,0.236252,41.5858,176.02,0.128033,0.381877,0.109918,0.139482,31.7042,0.6783,0.085948,0.869830,0.927389,31.7042,23.71,9.22
169,0.267685,49.1016,183.43,0.210713,0.281940,0.112734,0.141612,29.2310,0.6722,0.051020,0.866352,0.920055,29.2310,26.84,7.87
170,0.273013,52.0389,190.61,0.263156,0.344563,0.114513,0.150514,28.9363,0.6526,0.080227,0.864994,0.930526,28.9363,24.80,8.57
171,0.281757,54.8031,194.51,0.229300,0.349171,0.116999,0.145913,29.9825,0.6868,0.063844,0.874077,0.935254,29.9825,26.80,9.78
172,0.281722,53.3382,189.33,0.274843,0.355618,0.112319,0.131414,28.5789,0.6762,0.098797,0.870934,0.922182,28.5789,23.94,8.86
173,0.303587,60.1044,197.98,0.256518,0.514025,0.110403,0.129958,29.8860,0.7025,0.093787,0.877157,0.937806,29.8860,24.88,7.75
174,0.292523,55.0079,188.05,0.286162,0.392951,0.110180,0.135742,29.5484,0.7102,0.065900,0.858522,0.942405,29.5484,22.49,8.20
175,0.278743,48.4525,173.82,0.237541,0.389699,0.111175,0.130397,29.1610,0.6924,0.068671,0.859958,0.945850,29.1610,28.14,7.99
176,0.266905,53.1532,199.15,0.240562,0.328549,0.111426,0.137586,28.6675,0.6706,0.068026,0.853300,0.931370,28.6675,30.39,7.96
177,0.293777,57.6806,196.34,0.276016,0.320883,0.105757,0.140589,30.0060,0.6820,0.101720,0.881168,0.941187,30.0060,25.97,7.51
178,0.287197,61.4229,213.87,0.236640,0.330278,0.110573,0.124028,28.5908,0.6622,0.064664,0.850189,0.923278,28.5908,25.72,9.19
179,0.276884,55.3312,199.84,0.180059,0.361272,0.109928,0.134349,30.2799,0.6750,0.094786,0.864169,0.927745,30.2799,26.83,6.57
180,0.288766,57.4817,199.06,0.134193,0.381633,0.117326,0.134211,29.8185,0.6652,0.077485,0.852593,0.946230,29.8185,21.53,9.08
181,0.299272,56.9967,190.45,0.228053,0.325712,0.113173,0.130200,30.5967,0.7212,0.075335,0.878271,0.944931,30.5967,26.94,7.00
182,0.302610,57.4188,189.75,0.167867,0.361342,0.111943,0.127137,29.8069,0.7050,0.087460,0.870541,0.907856,29.8069,29.38,8.26
183,0.278041,53.5584,192.63,0.220314,0.337975,0.118592,0.138956,29.4119,0.6766,0.066592,0.860618,0.927792,29.4119,26.78,8.15
184,0.277784,53.2591,191.73,0.233457,0.366121,0.111280,0.133617,29.0355,0.7050,0.061373,0.848536,0.944453,29.0355,29.86,8.76
185,0.317108,62.9552,198.53,0.290689,0.315535,0.106902,0.129779,28.7801,0.6916,0.089644,0.877049,0.943138,28.7801,26.72,7.52
